0,219,212,220,215,213,220,210,219,218,212,215,219,217,217,213,218,219,219,215,214,217,214,215,211,216,210,216,218,219,210,212,210,214,216,217,217
0.005,218.989050273745,211.989400264996,219.989000274995,214.989250268746,212.989350266246,219.989000274995,209.989500262496,218.989050273745,217.989100272495,211.989400264996,214.989250268746,218.989050273745,216.989150271245,216.989150271245,212.989350266246,217.989100272495,218.989050273745,218.989050273745,214.989250268746,213.989300267496,216.989150271245,213.989300267496,214.989250268746,210.989450263746,215.989200269995,209.989500262496,215.989200269995,217.989100272495,218.989050273745,209.989500262496,211.989400264996,209.989500262496,213.989300267496,215.989200269995,216.989150271245,216.989150271245
0.01,218.978101094964,211.978801059965,219.978001099963,214.978501074964,212.978701064964,219.978001099963,209.979001049965,218.978101094964,217.978201089964,211.978801059965,214.978501074964,218.978101094964,216.978301084964,216.978301084964,212.978701064964,217.978201089964,218.978101094964,218.978101094964,214.978501074964,213.978601069964,216.978301084964,213.978601069964,214.978501074964,210.978901054965,215.978401079964,209.979001049965,215.978401079964,217.978201089964,218.978101094964,209.979001049965,211.978801059965,209.979001049965,213.978601069964,215.978401079964,216.978301084964,216.978301084964
0.015,218.967152463627,211.968202384881,219.967002474876,214.967752418629,212.96805239613,219.967002474876,209.968502362382,218.967152463627,217.967302452377,211.968202384881,214.967752418629,218.967152463627,216.967452441128,216.967452441128,212.96805239613,217.967302452377,218.967152463627,218.967152463627,214.967752418629,213.96790240738,216.967452441128,213.96790240738,214.967752418629,210.968352373631,215.967602429878,209.968502362382,215.967602429878,217.967302452377,218.967152463627,209.968502362382,211.968202384881,209.968502362382,213.96790240738,215.967602429878,216.967452441128,216.967452441128
0.02,218.956204379708,211.957604239717,219.956004399707,214.957004299713,212.957404259716,219.956004399707,209.95800419972,218.956204379708,217.956404359709,211.957604239717,214.957004299713,218.956204379708,216.956604339711,216.956604339711,212.957404259716,217.956404359709,218.956204379708,218.956204379708,214.957004299713,213.957204279715,216.956604339711,213.957204279715,214.957004299713,210.957804219719,215.956804319712,209.95800419972,215.956804319712,217.956404359709,218.956204379708,209.95800419972,211.957604239717,209.95800419972,213.957204279715,215.956804319712,216.956604339711,216.956604339711
0.025,218.94525684318,211.947006624448,219.945006874427,214.94625671819,212.946756655695,219.945006874427,209.947506561953,218.94525684318,217.945506811932,211.947006624448,214.94625671819,218.94525684318,216.945756780685,216.945756780685,212.946756655695,217.945506811932,218.94525684318,218.94525684318,214.94625671819,213.946506686943,216.945756780685,213.946506686943,214.94625671819,210.947256593201,215.946006749438,209.947506561953,215.946006749438,217.945506811932,218.94525684318,209.947506561953,211.947006624448,209.947506561953,213.946506686943,215.946006749438,216.945756780685,216.945756780685
0.03,218.934309854015,211.936409539046,219.93400989901,214.935509674033,212.936109584042,219.93400989901,209.937009449055,218.934309854015,217.934609809019,211.936409539046,214.935509674033,218.934309854015,216.934909764024,216.934909764024,212.936109584042,217.934609809019,218.934309854015,218.934309854015,214.935509674033,213.935809629037,216.934909764024,213.935809629037,214.935509674033,210.936709494051,215.935209719028,209.937009449055,215.935209719028,217.934609809019,218.934309854015,209.937009449055,211.936409539046,209.937009449055,213.935809629037,215.935209719028,216.934909764024,216.934909764024
0.035,218.923363412185,211.925812983485,219.923013473428,214.924763167214,212.925463044728,219.923013473428,209.926512861,218.923363412185,217.923713350942,211.925812983485,214.924763167214,218.923363412185,216.924063289699,216.924063289699,212.925463044728,217.923713350942,218.923363412185,218.923363412185,214.924763167214,213.925113105971,216.924063289699,213.925113105971,214.924763167214,210.926162922242,215.924413228457,209.926512861,215.924413228457,217.923713350942,218.923363412185,209.926512861,211.925812983485,209.926512861,213.925113105971,215.924413228457,216.924063289699,216.924063289699
0.04,218.912417517664,211.915216957739,219.912017597654,214.914017197707,212.914817037728,219.912017597654,209.91601679776,218.912417517664,217.912817437675,211.915216957739,214.914017197707,218.912417517664,216.913217357686,216.913217357686,212.914817037728,217.912817437675,218.912417517664,218.912417517664,214.914017197707,213.914417117718,216.913217357686,213.914417117718,214.914017197707,210.91561687775,215.913617277696,209.91601679776,215.913617277696,217.912817437675,218.912417517664,209.91601679776,211.915216957739,209.91601679776,213.914417117718,215.913617277696,216.913217357686,216.913217357686
0.045,218.901472170424,211.904621461781,219.901022271659,214.903271765485,212.904171563015,219.901022271659,209.905521259311,218.901472170424,217.90192206919,211.904621461781,214.903271765485,218.901472170424,216.902371967955,216.902371967955,212.904171563015,217.90192206919,218.901472170424,218.901472170424,214.903271765485,213.90372166425,216.902371967955,213.90372166425,214.903271765485,210.905071360546,215.90282186672,209.905521259311,215.90282186672,217.90192206919,218.901472170424,209.905521259311,211.904621461781,209.905521259311,213.90372166425,215.90282186672,216.902371967955,216.902371967955
