Time,Synapse,Weight,Change
0.721015,4,209.630976071388,-0.462814738342104
0.723015,4,209.163998928051,-0.465957767771101
0.725015,4,208.693888110584,-0.469075032780864
0.727015,4,208.220669445252,-0.47216640490052
0.729015,4,207.744368886276,-0.475231758020726
0.731015,4,207.265012513467,-0.478270968401063
0.733015,4,206.782626529854,-0.481283914676652
0.735015,4,206.297237259307,-0.484270477865067
0.737015,4,205.808871144155,-0.487230541372412
0.739015,4,205.317554742789,-0.490163990999406
0.741015,4,204.82331472727,-0.493070714947152
0.743015,4,204.326177880925,-0.495950603822479
0.745015,4,203.826171095939,-0.498803550642975
0.747015,4,203.323321370942,-0.501629450841904
0.749015,4,202.81765580859,-0.504428202272607
1.551015,4,200.080128363021,-0.104054615822378
1.555015,4,199.968094861036,-0.111990755201845
1.559015,4,199.848130006365,-0.119912858181294
1.563015,4,199.720248151302,-0.127819983324144
1.567015,4,199.584464588968,-0.135711192204468
1.571015,4,199.440795550264,-0.143585549592558
1.575015,4,199.289258200631,-0.151442123639669
1.579015,4,199.129870636643,-0.159279986061819
1.583015,4,198.962651882394,-0.167098212322543
1.587015,4,198.78762188572,-0.174895881814479
1.591015,4,198.604801514232,-0.182672078040213
1.595015,4,198.414212551171,-0.190425888791623
1.599015,4,198.215877691076,-0.198156406328167
1.623015,4,197.970222531115,-0.245370484295478
1.627015,4,197.716962982611,-0.252955304772115
1.631015,4,197.456129021112,-0.2605095813216
1.635015,4,197.187751491542,-0.268032449385089
1.639015,4,196.911862102114,-0.275523050612691
1.643015,4,196.628493418095,-0.28298053302629
1.647015,4,196.337678855394,-0.29040405118073
1.651015,4,196.039452674001,-0.297792766323226
1.653015,4,195.737764687403,-0.301243258187242
1.655015,4,195.432632281137,-0.304676253135767
1.657015,4,195.124073020312,-0.308091572925377
1.659015,4,194.81210464793,-0.311489041008286
1.661015,4,194.496745083183,-0.314868482547325
1.663015,4,194.17801241974,-0.31822972443058
1.665015,4,193.855924924019,-0.321572595285915
1.667015,4,193.530501033442,-0.324896925495324
1.669015,4,193.201759354681,-0.328202547208747
1.671015,4,192.869718661881,-0.331489294357937
1.673015,4,192.534397894882,-0.334757002670045
1.675015,4,192.195816157415,-0.338005509680897
1.677015,4,191.85399271529,-0.341234654748007
1.679015,4,191.508946994577,-0.344444279063424
1.681015,4,191.160698579761,-0.347634225666383
1.683015,4,190.809267211896,-0.350804339455493
1.685015,4,190.45467278674,-0.353954467200936
1.687015,4,190.096935352886,-0.357084457556283
1.689015,4,189.736075109866,-0.360194161070126
1.691015,4,189.372112406262,-0.363283430197271
1.693015,4,189.005067737792,-0.366352119309994
1.695015,4,188.634961745393,-0.3694000847089
1.697015,4,188.261815213284,-0.372427184633295
1.699015,4,187.885649067032,-0.375433279271817
1.701015,4,187.506484371593,-0.378418230772326
1.703015,4,187.124342329357,-0.381381903251679
1.705015,4,186.739244278169,-0.384324162805569
1.707015,4,186.351211689352,-0.38724487751756
1.709015,4,185.960266165716,-0.390143917468322
1.711015,4,185.566429439559,-0.393021154744332
1.713015,4,185.169723370655,-0.395876463446456
1.715015,4,184.770169944241,-0.398709719698275
1.717015,4,184.36779126899,-0.401520801653959
1.719015,4,183.96260957498,-0.404309589506283
1.721015,4,183.554647211649,-0.407075965493789
1.723015,4,183.143926645751,-0.409819813908342
1.725015,4,182.730470459299,-0.412541021101873
1.727015,4,182.314301347501,-0.41523947549328
1.729015,4,181.895442116693,-0.417915067574683
1.731015,4,181.473915682263,-0.42056768991776
1.733015,4,181.04974506657,-0.423197237179664
1.735015,4,180.622953396853,-0.425803606108559
1.737015,4,180.193563903143,-0.428386695549136
1.739015,4,179.761599916162,-0.430946406447674
1.741015,4,179.327084865218,-0.433482641856955
1.743015,4,178.890042276098,-0.435995306940896
1.745015,4,178.450495768957,-0.43848430897873
1.747015,4,178.008469056197,-0.440949557369294
1.749015,4,177.563985940349,-0.443390963634698
0.060015,5,212.87221704511,-0.127727569792398
0.252015,5,212.336433168967,-0.534456527323101
0.254015,5,211.797761824247,-0.537325927995028
0.256015,5,211.256231855408,-0.540166442683983
0.258015,5,210.711872204745,-0.542977975539884
0.260015,5,210.164711909824,-0.545760433276314
0.262015,5,209.614780100918,-0.548513725173081
0.264015,5,209.06210599844,-0.55123776307866
0.266015,5,208.50671891037,-0.553932461412302
0.268015,5,207.948648229683,-0.556597737165617
0.270015,5,207.387923431776,-0.559233509904118
0.272015,5,206.824574071896,-0.561839701768207
0.274015,5,206.258629782554,-0.564416237474092
0.276015,5,205.690120270959,-0.566963044314178
0.278015,5,205.119075316431,-0.569480052157388
0.280015,5,204.54552476783,-0.571967193448756
0.282015,5,203.969498540973,-0.574424403209292
0.284015,5,203.391026616061,-0.576851619034983
0.286015,5,202.810139035101,-0.579248781095913
0.288015,5,202.226865899332,-0.581615832134759
0.290015,5,201.641237366647,-0.583952717465223
0.292015,5,201.053283649028,-0.586259384970077
0.294015,5,200.463035009968,-0.588535785098685
0.296015,5,199.870521761911,-0.59078187086476
0.298015,5,199.27577426368,-0.592997597843265
0.300015,5,198.678822917921,-0.595182924167148
0.302015,5,198.079698168539,-0.597337810524238
0.304015,5,197.478430498146,-0.5994622201531
0.306015,5,196.875050425507,-0.60155611883917
0.308015,5,196.269588502994,-0.603619474910403
0.310015,5,195.662075314043,-0.605652259232528
0.312015,5,195.052541470613,-0.607654445204247
0.314015,5,194.441017610658,-0.60962600875186
0.316015,5,193.827534395593,-0.611566928323953
0.318015,5,193.212122507774,-0.613477184885369
0.320015,5,192.594812647982,-0.615356761911357
0.322015,5,191.975635532911,-0.617205645381034
0.324015,5,191.354621892665,-0.619023823770902
0.326015,5,190.731802468258,-0.620811288047832
0.328015,5,190.107208009129,-0.622568031661871
0.330015,5,189.48086927065,-0.624294050538793
0.332015,5,188.852817011659,-0.625989343072433
0.334015,5,188.223081991985,-0.627653910116578
0.336015,5,187.591694969995,-0.629287754976758
0.338015,5,186.958686700133,-0.630890883401634
0.501015,5,186.02434750471,-0.929688279000203
0.685015,5,184.754416664328,-1.26127976356503
0.689015,5,183.48581567066,-1.2599084719634
0.693015,5,182.21863653005,-1.25844591725107
0.697015,5,180.952970445237,-1.25689290841862
0.701015,5,179.688907806362,-1.25525026325701
0.705015,5,178.426538182201,-1.25351880813312
0.709015,5,177.165950311623,-1.25169937776479
0.713015,5,175.907232095273,-1.24979281499574
0.717015,5,174.650470587477,-1.24779997056953
0.721015,5,173.395751988377,-1.24572170290392
0.723015,5,172.146604533957,-1.24016565469435
0.725015,5,170.903037874969,-1.23460024774309
0.727015,5,169.665061258912,-1.22902588295253
0.729015,5,168.432683532206,-1.22344295903278
0.731015,5,167.205913142394,-1.21785187247798
0.733015,5,165.984758140363,-1.21225301754279
0.735015,5,164.769226182594,-1.20664678621952
0.737015,5,163.55932453343,-1.20103356821556
0.739015,5,162.355060067372,-1.19541375093135
0.741015,5,161.156439271389,-1.18978771943873
0.743015,5,159.963468247259,-1.18415585645971
0.745015,5,158.776152713921,-1.17851854234576
0.747015,5,157.59449800986,-1.17287615505745
0.749015,5,156.4185090955,-1.16722907014457
0.751015,5,155.248190555623,-1.16157766072672
0.753015,5,154.08354660181,-1.15592229747421
0.757015,5,152.921522613855,-1.15327573884397
0.761015,5,151.762191442768,-1.15055709164372
0.765015,5,150.605625066799,-0.60562506679949
0.685015,6,218.500684303022,-0.403896206497365
0.689015,6,218.088086208284,-0.411840747240035
0.693015,6,217.667560352119,-0.41973670677919
0.697015,6,217.239155630104,-0.427583233866699
0.701015,6,216.80292178708,-0.435379486843601
0.705015,6,216.358909407526,-0.443124633788983
0.709015,6,215.907169905792,-0.450817852666432
0.713015,6,215.447755516181,-0.458458331467568
0.717015,6,214.980719282886,-0.466045268353298
0.721015,6,214.506115049792,-0.473577871791917
0.723015,6,214.028277972889,-0.476793994928556
0.725015,6,213.547234345714,-0.479983754473437
0.727015,6,213.063010595142,-0.483147018967969
0.729015,6,212.57563327898,-0.486283659370059
0.731015,6,212.085129083547,-0.489393549061532
0.733015,6,211.591524821245,-0.492476563855178
0.735015,6,211.094847428128,-0.495532582001459
0.737015,6,210.595123961461,-0.498561484195022
0.739015,6,210.092381597272,-0.501563153580776
0.741015,6,209.586647627904,-0.504537475759889
0.743015,6,209.077949459551,-0.507484338795109
0.745015,6,208.566314609798,-0.510403633216043
0.747015,6,208.051770705149,-0.513295252024278
0.749015,6,207.534345478557,-0.516159090697556
1.551015,6,204.733154604022,-0.106474490608946
1.555015,6,204.618515671758,-0.114595191369318
1.559015,6,204.495760936745,-0.122701529301793
1.563015,6,204.364905085053,-0.130792541075891
1.567015,6,204.225963765456,-0.138867266441764
1.571015,6,204.078953586316,-0.146924748420275
1.575015,6,203.923892112274,-0.15496403349178
1.579015,6,203.760797860751,-0.162984171784188
1.583015,6,203.589690298263,-0.170984217260269
1.587015,6,203.41058983655,-0.178963227903182
1.591015,6,203.223517828517,-0.18692026590162
1.595015,6,203.028496563988,-0.194854397833296
1.599015,6,202.825549265287,-0.202764694847446
1.623015,6,202.574181194629,-0.251076774627933
1.627015,6,202.315031889183,-0.258837986278451
1.631015,6,202.048132021603,-0.266567943677899
1.635015,6,201.773513154136,-0.274265762161491
1.639015,6,201.491207732395,-0.281930563417632
1.643015,6,201.20124907898,-0.289561475654807
1.647015,6,200.903671386915,-0.297157633766346
1.651015,6,200.598509712931,-0.304718179493534
1.653015,6,200.289805726645,-0.308248915354397
1.655015,6,199.977577217907,-0.31176174739474
1.657015,6,199.661842160319,-0.315256493225974
1.659015,6,199.34261870951,-0.318732972194539
1.661015,6,199.019925201397,-0.322191005397258
1.663015,6,198.693780150432,-0.325630415696395
1.665015,6,198.364202247833,-0.329051027734437
1.667015,6,198.031210359801,-0.332452667948701
1.669015,6,197.69482352572,-0.335835164585689
1.671015,6,197.355060956343,-0.339198347715097
1.673015,6,197.011942031972,-0.342542049243775
1.675015,6,196.66548630061,-0.345866102929278
1.677015,6,196.315713476111,-0.349170344393315
1.679015,6,195.962643436311,-0.352454611134675
1.681015,6,195.60629622115,-0.355718742542336
1.683015,6,195.246692030777,-0.358962579907939
1.685015,6,194.883851223641,-0.362185966438147
1.687015,6,194.51779431458,-0.365388747266906
1.689015,6,194.148541972886,-0.368570769467084
1.691015,6,193.776115020361,-0.371731882062306
1.693015,6,193.400534429369,-0.374871936038119
1.695015,6,193.021821320867,-0.377990784353273
1.697015,6,192.63999696243,-0.381088281950355
1.699015,6,192.255082766265,-0.384164285766531
1.701015,6,191.867100287212,-0.387218654743776
1.703015,6,191.476071220737,-0.39025124983894
1.705015,6,191.082017400916,-0.393261934033603
1.707015,6,190.684960798406,-0.396250572343547
1.709015,6,190.284923518407,-0.399217031828044
1.711015,6,189.881927798618,-0.402161181598842
1.713015,6,189.475996007181,-0.405082892828943
1.715015,6,189.067150640618,-0.40798203876102
1.717015,6,188.655414321757,-0.410858494715683
1.719015,6,188.240809797653,-0.413712138099442
1.721015,6,187.823359937501,-0.416542848412263
1.723015,6,187.403087730536,-0.419350507255047
1.725015,6,186.980016283934,-0.422134998336816
1.727015,6,186.554168820698,-0.42489620748151
1.729015,6,186.125568677546,-0.42763402263455
1.731015,6,185.694239302781,-0.430348333869347
1.733015,6,185.260204254164,-0.433039033393158
1.735015,6,184.82348719678,-0.435706015552938
1.737015,6,184.384111900891,-0.438349176840973
1.739015,6,183.942102239793,-0.440968415899931
1.741015,6,183.497482187664,-0.443563633528072
1.743015,6,183.050275817402,-0.446134732683703
1.745015,6,182.600507298467,-0.448681618489871
1.747015,6,182.148200894713,-0.451204198238372
1.749015,6,181.693380962217,-0.45370238139364
0.300015,7,208.119894752777,-0.104075539892818
0.302015,7,208.01167973927,-0.10817953586357
0.304015,7,207.899362964918,-0.112276907150687
0.306015,7,207.782951135898,-0.116367411671092
0.308015,7,207.662451200329,-0.120450808028068
0.310015,7,207.537870347587,-0.124526855534981
0.312015,7,207.409216007586,-0.128595314238964
0.314015,7,207.276495850037,-0.132655944944418
0.316015,7,207.139717783694,-0.136708509236371
0.318015,7,206.99888995556,-0.14075276950399
0.320015,7,206.854020750085,-0.144788488963655
0.322015,7,206.705118788328,-0.14881543168201
0.324015,7,206.552192927109,-0.152833362599097
0.326015,7,206.395252258122,-0.156842047551066
0.328015,7,206.234306107044,-0.160841253292972
0.330015,7,206.069364032603,-0.164830747521421
0.332015,7,205.90043582564,-0.168810298897
0.334015,7,205.72753150813,-0.172779677066529
0.336015,7,205.550661332203,-0.176738652685373
0.338015,7,205.369835779121,-0.180686997439551
1.301015,7,202.597961631975,-0.105364052074975
1.305015,7,202.484518286439,-0.113400060821391
1.309015,7,202.363043779087,-0.121421856531981
1.313015,7,202.233552642824,-0.129428485923
1.317015,7,202.096060363221,-0.137418998759244
1.321015,7,201.950583375429,-0.145392448042003
1.325015,7,201.797139060905,-0.153347890196017
1.329015,7,201.635745743948,-0.161284385255613
1.333015,7,201.466422688057,-0.169200997049899
1.337015,7,201.289190092093,-0.177096793386426
0.797015,8,216.662800413394,-0.10185090173087
0.801015,8,216.552308902159,-0.110456808074105
0.805015,8,216.433216236473,-0.119048802244606
0.809015,8,216.305536671133,-0.127625861646806
0.813015,8,216.169285482921,-0.136186966690872
0.817015,8,216.02447896756,-0.144731100994733
0.821015,8,215.871134436465,-0.153257251585018
0.825015,8,215.70927021329,-0.161764409097401
0.829015,8,215.538905630286,-0.170251567975555
0.833015,8,215.360061024446,-0.178717726669305
0.837015,8,215.172757733462,-0.187161887831593
0.060015,9,217.86921744523,-0.130725869552776
1.047015,9,215.040345237167,-0.103237584455059
1.051015,9,214.928531833206,-0.111776746607205
1.055015,9,214.808184069064,-0.120301845022567
1.059015,9,214.679316348431,-0.128811865364582
1.063015,9,214.541944088718,-0.137305796330565
1.067015,9,214.396083717985,-0.145782629851766
1.071015,9,214.241752671662,-0.154241361293003
1.075015,9,214.07896938908,-0.162680989650909
1.079015,9,213.907753309798,-0.171100517751427
1.083015,9,213.728124869733,-0.179498952446068
1.087015,9,213.540105497097,-0.187875304807164
1.091015,9,213.343717608132,-0.196228590321908
1.095015,9,213.138984602662,-0.204557829085132
1.099015,9,212.925930859443,-0.212862045990818
0.060015,10,211.872816965086,-0.127127909840311
0.116015,10,211.627165827618,-0.245387461001485
0.120015,10,211.373344401918,-0.253538109297068
0.124015,10,211.1113827804,-0.261658049229993
0.128015,10,210.841311994989,-0.26974634613893
0.132015,10,210.563164010994,-0.277802071630731
0.136015,10,210.276971720808,-0.285824303757664
0.138015,10,209.986968634796,-0.289624098542674
0.140015,10,209.693171600618,-0.293406916755941
0.142015,10,209.395597670006,-0.297172555630254
0.144015,10,209.094264097119,-0.300920814060902
0.146015,10,208.789188336868,-0.304651492623634
0.148015,10,208.480388043242,-0.308364393591916
0.150015,10,208.167881067598,-0.312059320954233
0.152015,10,207.851685456948,-0.315736080431208
0.154015,10,207.531819452217,-0.319394479492274
0.156015,10,207.208301486496,-0.323034327372284
0.158015,10,206.881150183272,-0.326655435087929
0.160015,10,206.550384354637,-0.330257615453576
0.162015,10,206.216022999494,-0.333840683097435
0.164015,10,205.878085301733,-0.337404454476768
0.166015,10,205.536590628406,-0.340948747893577
0.168015,10,205.191558527868,-0.344473383509609
0.170015,10,204.843008727925,-0.347978183361079
0.172015,10,204.490961133946,-0.351462971373451
0.174015,10,204.13543582698,-0.354927573375704
0.176015,10,203.776453061839,-0.35837181711446
0.178015,10,203.414033265186,-0.361795532267877
0.180015,10,203.048197033592,-0.36519855045907
0.182015,10,202.678965131595,-0.368580705269721
0.184015,10,202.306358489733,-0.371941832252958
0.186015,10,201.930398202573,-0.37528176894611
0.188015,10,201.551105526718,-0.378600354883559
0.190015,10,201.168501878815,-0.381897431608706
0.192015,10,200.782608833534,-0.38517284268616
0.194015,10,200.393448121551,-0.388426433713477
0.196015,10,200.001041627508,-0.391658052332758
0.198015,10,199.605411387965,-0.394867548241649
0.200015,10,199.206579589345,-0.398054773204478
0.202015,10,198.804568565862,-0.40121958106289
0.204015,10,198.399400797439,-0.4043618277463
0.206015,10,197.991098907621,-0.40748137128196
0.208015,10,197.579685661472,-0.410578071804991
0.210015,10,197.165183963466,-0.413651791567787
0.212015,10,196.747616855366,-0.41670239494951
0.214015,10,196.327007514093,-0.419729748465045
0.216015,10,195.903379249591,-0.422733720773863
0.218015,10,195.476755502677,-0.425714182688438
0.220015,10,195.047159842887,-0.428671007182601
0.222015,10,194.614615966312,-0.431604069399242
0.224015,10,194.179147693424,-0.434513246658327
0.226015,10,193.740778966903,-0.437398418463999
0.228015,10,193.299533849441,-0.44025946651189
0.230015,10,192.855436521555,-0.44309627469579
0.232015,10,192.408511279387,-0.445908729114393
0.234015,10,191.958782532491,-0.448696718077429
0.236015,10,191.506274801626,-0.451460132111691
0.238015,10,191.051012716532,-0.454198863966866
0.240015,10,190.593021013708,-0.456912808620785
0.242015,10,190.132324534182,-0.459601863284803
0.244015,10,189.668948221272,-0.462265927408396
0.246015,10,189.202917118349,-0.464904902684111
0.248015,10,188.734256366593,-0.46751869305163
0.250015,10,188.262991202739,-0.470107204701833
1.055015,10,184.895180880774,-0.103549273469895
1.057015,10,184.787954290425,-0.107182874320699
1.059015,10,184.67709630532,-0.110809935814189
1.061015,10,184.562613536952,-0.114430244428888
1.063015,10,184.444512810197,-0.118043587317061
1.065015,10,184.32280116264,-0.121649752325766
1.067015,10,184.197485843874,-0.125248528017522
1.069015,10,184.068574314781,-0.128839703690971
1.071015,10,183.936074246792,-0.132423069401398
1.073015,10,183.799993521126,-0.135998415981163
1.075015,10,183.660340228008,-0.139565535060171
1.077015,10,183.517122665869,-0.143124219085934
1.079015,10,183.370349340523,-0.146674261343776
1.081015,10,183.220028964324,-0.150215455976877
1.083015,10,183.066170455307,-0.153747598005964
1.085015,10,182.908782936303,-0.157270483349293
1.087015,10,182.747875734042,-0.160783908842177
1.089015,10,182.583458378225,-0.164287672256449
1.091015,10,182.415540600591,-0.16778157231991
1.093015,10,182.244132333952,-0.171265408735536
1.095015,10,182.069243711216,-0.174738982200608
1.097015,10,181.890885064387,-0.1782020944257
1.099015,10,181.70906692355,-0.18165454815346
1.111015,10,181.505648543421,-0.203208789005942
1.115015,10,181.295205931384,-0.210216727617478
1.119015,10,181.07776405684,-0.217199165129443
1.123015,10,180.853348699136,-0.224155295626815
1.127015,10,180.621986442472,-0.231084318410865
1.131015,10,180.383704670656,-0.237985438152521
1.135015,10,180.138531561701,-0.244857865044366
1.139015,10,179.886496082271,-0.251700814950965
1.141015,10,179.631220570462,-0.254931189967181
1.143015,10,179.372719827854,-0.258146655069623
1.145015,10,179.111008828243,-0.261347039181032
1.147015,10,178.846102716206,-0.264532172680561
1.149015,10,178.578016805631,-0.267701887418553
1.151015,10,178.306766578252,-0.270856016731415
1.153015,10,178.032367682152,-0.273994395455617
1.155015,10,177.754835930265,-0.277116859942254
1.157015,10,177.474187298854,-0.280223248070826
1.159015,10,177.190437925984,-0.283313399263108
1.161015,10,176.903604109971,-0.286387154496794
1.163015,10,176.613702307828,-0.289444356318739
1.165015,10,176.320749133689,-0.292484848858265
1.167015,10,176.024761357225,-0.295508477840031
1.169015,10,175.725755902048,-0.298515090596851
1.171015,10,175.423749844094,-0.30150453608212
1.173015,10,175.118760410005,-0.304476664882259
1.175015,10,174.81080497549,-0.307431329228677
1.177015,10,174.499901063678,-0.31036838300983
1.179015,10,174.186066343458,-0.31328768178264
1.181015,10,173.869318627808,-0.316189082784177
1.183015,10,173.54967587211,-0.319072444942719
1.185015,10,173.227156172459,-0.321937628888804
1.187015,10,172.901777763957,-0.324784496965975
1.189015,10,172.573559018996,-0.32761291324141
1.191015,10,172.242518445533,-0.330422743516067
1.193015,10,171.908674685351,-0.333213855334947
1.195015,10,171.572046512318,-0.335986117996896
1.197015,10,171.232652830625,-0.338739402564215
1.199015,10,170.890512673021,-0.341473581872066
1.201015,10,170.545645199041,-0.344188530537679
1.203015,10,170.198069693216,-0.346884124969222
1.205015,10,169.847805563285,-0.34956024337464
1.207015,10,169.49487233839,-0.352216765769953
1.209015,10,169.139289667265,-0.35485357398764
1.211015,10,168.781077316419,-0.357470551684543
1.213015,10,168.420255168308,-0.360067584349736
1.215015,10,168.056843219502,-0.362644559311946
1.217015,10,167.690861578841,-0.365201365746941
1.219015,10,167.322330465587,-0.367737894684524
1.221015,10,166.951270207568,-0.370254039015407
1.223015,10,166.577701239314,-0.372749693497724
1.225015,10,166.20164410019,-0.375224754763479
1.227015,10,165.823119432516,-0.377679121324519
1.229015,10,165.442147979688,-0.380112693578496
1.231015,10,165.05875058429,-0.382525373814559
1.233015,10,164.6729481862,-0.384917066218492
1.235015,10,164.284761820692,-0.387287676878145
1.237015,10,163.894212616531,-0.389637113788154
1.239015,10,163.501321794064,-0.391965286854685
1.241015,10,163.106110663312,-0.394272107899866
1.243015,10,162.708600622042,-0.396557490665913
1.245015,10,162.308813153856,-0.398821350819162
1.247015,10,161.906769826259,-0.401063605953738
1.249015,10,161.50249228873,-0.403284175594933
0.799015,11,212.705999484105,-0.104242928917785
0.803015,11,212.59327391433,-0.112687077845237
0.807015,11,212.472109030204,-0.121117062812857
0.811015,11,212.342519331842,-0.129531881100149
0.815015,11,212.204520321462,-0.137930533037434
0.819015,11,212.058128500296,-0.146312022203745
0.823015,11,211.903361365296,-0.154675355623965
0.827015,11,211.740237405651,-0.163019543964737
0.831015,11,211.568776099108,-0.171343601729603
0.835015,11,211.388997908092,-0.179646547452819
0.839015,11,211.200924275642,-0.18792740389236
0.300015,12,218.341604578777,-0.109187160624884
0.304015,12,218.223710118409,-0.117852613349157
0.308015,12,218.097155254957,-0.126503267332339
0.312015,12,217.961955132114,-0.1351380939183
0.316015,12,217.818125921584,-0.143756067634001
0.320015,12,217.665684819861,-0.152356166392252
0.324015,12,217.504650044795,-0.160937371693819
0.328015,12,217.33504083197,-0.169498668828396
0.332015,12,217.156877430872,-0.178039047074606
0.336015,12,216.970181100859,-0.186557499898726
0.060015,14,216.869817365206,-0.130126209600689
0.116015,14,216.618372568835,-0.251174901119441
0.120015,14,216.358564788756,-0.259517781686156
0.124015,14,216.090424827108,-0.267829229636362
0.128015,14,215.813984447701,-0.276108288264851
0.132015,14,215.529276369744,-0.284354007282417
0.136015,14,215.236334261393,-0.292565442997216
0.138015,14,214.939491479956,-0.296454855583761
0.140015,14,214.638765270444,-0.300326891207732
0.142015,14,214.334173086752,-0.304181342319623
0.144015,14,214.025732589975,-0.308018003071794
0.146015,14,213.7134616467,-0.311836669336458
0.148015,14,213.397378327281,-0.315637138723815
0.150015,14,213.077500904099,-0.319419210599392
0.152015,14,212.7538478498,-0.323182686101745
0.154015,14,212.426437835524,-0.326927368159545
0.156015,14,212.095289729103,-0.330653061508428
0.158015,14,211.760422593255,-0.334359572707911
0.160015,14,211.421855683756,-0.33804671015767
0.162015,14,211.079608447595,-0.341714284113863
0.164015,14,210.733700521114,-0.345362106704982
0.166015,14,210.384151728132,-0.34898999194769
0.168015,14,210.030982078054,-0.35259775576219
0.170015,14,209.674211763961,-0.356185215987523
0.172015,14,209.31386116069,-0.359752192396428
0.174015,14,208.949950822899,-0.363298506710038
0.176015,14,208.582501483109,-0.366823982612459
0.178015,14,208.211534049742,-0.370328445764756
0.180015,14,207.837069605139,-0.37381172381896
0.182015,14,207.459129403567,-0.377273646431746
0.184015,14,207.077734869208,-0.380714045277784
0.186015,14,206.692907594143,-0.38413275406279
0.188015,14,206.304669336311,-0.387529608536482
0.190015,14,205.913042017466,-0.390904446505118
0.192015,14,205.518047721117,-0.394257107843856
0.194015,14,205.119708690455,-0.397587434508608
0.196015,14,204.71804732627,-0.400895270548176
0.198015,14,204.313086184851,-0.404180462115278
0.200015,14,203.904847975887,-0.407442857478173
0.202015,14,203.49335556034,-0.410682307031351
0.204015,14,203.078631948322,-0.413898663306355
0.206015,14,202.660700296951,-0.417091780981991
0.208015,14,202.239583908205,-0.420261516894726
0.210015,14,201.815306226756,-0.423407730048154
0.212015,14,201.387890837804,-0.426530281622831
0.214015,14,200.957361464897,-0.429629034985453
0.216015,14,200.523741967741,-0.432703855697781
0.218015,14,200.087056340004,-0.435754611525425
0.220015,14,199.647328707106,-0.43878117244634
0.222015,14,199.204583324008,-0.441783410658672
0.224015,14,198.758844572986,-0.444761200588943
0.226015,14,198.310136961405,-0.447714418899466
0.228015,14,197.858485119475,-0.450642944495655
0.230015,14,197.403913798007,-0.453546658532957
0.232015,14,196.946447866165,-0.456425444423672
0.234015,14,196.486112309201,-0.459279187843379
0.236015,14,196.022932226192,-0.462107776736985
0.238015,14,195.556932827771,-0.464911101324589
0.240015,14,195.088139433843,-0.467689054107126
